0.8067,0.3692,0.8532,0.0052,0.7428,0.2483,0.0491,0.0659,0.5486,0.3435,0.0000,0.0437,0.7744,0.4522,0.6261,0.7614,0.9061,0.6680,0.7122,0.1199,0.1244,0.2235,0.3233,0.5876,0.2915,0.1303,0.7004,0.9472,0.8026,0.6293,0.5851,0.1789,0.2159,0.0599,0.6757,0.7166,0.3375,0.6046,0.2738,0.0610,0.1676,0.8024,0.9916,0.5546,0.5583,0.8359,0.2040,0.6725,0.7223,0.5538,0.5920,0.0770,0.9969,0.4216,0.6894,0.5174,0.9388,0.2936,0.3637,0.0950,0.2641,0.5937,0.7576,0.2795,0.4135,0.3982,0.6181,0.1609,0.1069,0.6901,0.7292,0.9319,0.7437,0.6233,0.4300,0.3626,0.5924,0.5313,0.9184,0.2020,0.1076,0.9923,0.9631,0.7424,0.0611,0.3788,0.3924,0.6035,0.5185,0.2251,0.3864,0.4410,0.0757,0.7862,0.4105,0.6678,0.9305,0.8788,0.4711,0.3640
0.4342,0.5380,0.7209,0.2866,0.4826,0.4218,0.1626,0.6963,0.2650,0.5730,0.0437,0.0000,0.0453,0.2814,0.3290,0.7736,0.0786,0.8002,0.7519,0.4032,0.5574,0.1670,0.2181,0.8200,0.6446,0.2515,0.1068,0.8167,0.9129,0.7666,0.0350,0.6271,0.4028,0.3105,0.3019,0.1520,0.1958,0.6477,0.5474,0.1726,0.5813,0.8311,0.7666,0.4767,0.9225,0.1072,0.4377,0.2380,0.7383,0.1942,0.5968,0.5688,0.8892,0.7121,0.6146,0.9172,0.4080,0.6385,0.5752,0.7425,0.2603,0.7469,0.3328,0.7021,0.4416,0.6678,0.0456,0.4294,0.8571,0.5517,0.4610,0.4368,0.0244,0.7715,0.0138,0.8897,0.4273,0.4339,0.9990,0.6358,0.9172,0.9235,0.9356,0.0349,0.6316,0.2941,0.6106,0.1436,0.4863,0.4665,0.5754,0.8194,0.9405,0.6610,0.1213,0.2324,0.5209,0.9423,0.8975,0.1018
0.6242,0.5493,0.6037,0.6037,0.8392,0.3639,0.0655,0.0643,0.1664,0.6720,0.7744,0.0453,0.0000,0.5687,0.7943,0.9488,0.1741,0.1921,0.1390,0.1669,0.8824,0.0193,0.0850,0.7860,0.8250,0.2211,0.6569,0.9733,0.7971,0.8143,0.4955,0.4929,0.1697,0.2072,0.9640,0.5507,0.0735,0.5099,0.8686,0.2422,0.1908,0.7282,0.4784,0.4385,0.3897,0.5044,0.7049,0.9598,0.2609,0.4299,0.7057,0.3645,0.3597,0.1183,0.4831,0.3371,0.2643,0.9798,0.4427,0.7813,0.3704,0.4093,0.8836,0.0027,0.1127,0.3062,0.3712,0.2866,0.9948,0.5664,0.5525,0.5519,0.7636,0.5151,0.8741,0.6217,0.0547,0.3700,0.4875,0.9167,0.4672,0.9538,0.7039,0.6835,0.7744,0.1557,0.5294,0.7062,0.2559,0.6292,0.9760,0.2367,0.9225,0.7605,0.7007,0.6679,0.5485,0.7401,0.6251,0.0862
0.5251,0.2864,0.5899,0.3815,0.5769,0.7715,0.1426,0.8946,0.7038,0.9990,0.4522,0.2814,0.5687,0.0000,0.7085,0.9750,0.9352,0.9290,0.7150,0.1551,0.5156,0.4938,0.6229,0.5157,0.4843,0.1754,0.9392,0.8070,0.5531,0.5699,0.9826,0.5989,0.7035,0.4479,0.6353,0.0779,0.2123,0.9600,0.2093,0.0645,0.3403,0.6542,0.7499,0.8190,0.9740,0.4866,0.4414,0.7694,0.5184,0.3147,0.7786,0.6592,0.3388,0.7543,0.0224,0.0955,0.5700,0.3768,0.3776,0.5275,0.4722,0.3300,0.9217,0.4995,0.6251,0.9712,0.3460,0.5234,0.1060,0.5859,0.5728,0.6125,0.2251,0.5918,0.0450,0.7102,0.5941,0.2712,0.1235,0.7439,0.9208,0.2370,0.2547,0.5755,0.2205,0.6922,0.6229,0.8897,0.9608,0.1898,0.3078,0.7564,0.4452,0.0578,0.3290,0.5974,0.1169,0.0400,0.1951,0.8184
0.8836,0.2217,0.5985,0.6144,0.6127,0.7982,0.4107,0.7170,0.3399,0.9870,0.6261,0.3290,0.7943,0.7085,0.0000,0.2825,0.9696,0.9104,0.2807,0.7916,0.3911,0.0820,0.1322,0.8254,0.6989,0.7296,0.3248,0.7191,0.5125,0.8264,0.0200,0.6068,0.6512,0.3288,0.5878,0.5215,0.8334,0.1120,0.0924,0.8543,0.7277,0.9243,0.2460,0.6051,0.1664,0.3187,0.7098,0.7149,0.8018,0.5220,0.7741,0.7980,0.6423,0.5797,0.1544,0.4373,0.0131,0.1742,0.7769,0.3515,0.1893,0.4506,0.2376,0.4533,0.6412,0.0905,0.0226,0.0126,0.9271,0.0991,0.2666,0.3813,0.9548,0.3185,0.3312,0.8423,0.9379,0.7740,0.0305,0.0481,0.2907,0.3139,0.9670,0.4370,0.8226,0.4078,0.9998,0.2525,0.3004,0.4528,0.1087,0.4749,0.5523,0.3517,0.7704,0.3720,0.6503,0.2312,0.4774,0.9449
0.0312,0.3501,0.2488,0.2943,0.8568,0.0964,0.3875,0.0037,0.0953,0.6971,0.7614,0.7736,0.9488,0.9750,0.2825,0.0000,0.4673,0.8000,0.6487,0.9735,0.5239,0.8686,0.0025,0.1858,0.7714,0.2299,0.7311,0.1861,0.2973,0.3492,0.5625,0.0540,0.4142,0.2407,0.5576,0.1389,0.9824,0.7440,0.4150,0.0310,0.4477,0.3610,0.0382,0.3651,0.8969,0.4986,0.1956,0.9020,0.4222,0.1628,0.2310,0.3891,0.1754,0.2412,0.4413,0.5249,0.1625,0.8814,0.2204,0.7985,0.5508,0.1036,0.4663,0.4972,0.4872,0.2884,0.3642,0.9939,0.1898,0.5918,0.1456,0.1514,0.7495,0.5602,0.6737,0.4635,0.9553,0.5450,0.8207,0.4591,0.9216,0.1875,0.9250,0.3527,0.6649,0.1653,0.5842,0.1090,0.0601,0.6928,0.6492,0.2076,0.2196,0.0943,0.5502,0.6069,0.6136,0.0529,0.2420,0.1171
0.3611,0.1521,0.1005,0.3986,0.2143,0.9408,0.5635,0.5683,0.2585,0.3125,0.9061,0.0786,0.1741,0.9352,0.9696,0.4673,0.0000,0.4154,0.5674,0.9418,0.1446,0.1168,0.7426,0.2148,0.6118,0.9454,0.9625,0.9857,0.3987,0.4990,0.7251,0.1565,0.3832,0.9696,0.0182,0.7476,0.6179,0.1304,0.8822,0.8993,0.4639,0.6639,0.1551,0.4272,0.1457,0.4018,0.7662,0.0146,0.5588,0.2036,0.8751,0.9121,0.5088,0.1417,0.9860,0.3675,0.0156,0.7451,0.4832,0.8774,0.6426,0.4634,0.0473,0.4226,0.3447,0.2527,0.7406,0.3846,0.5017,0.5560,0.1654,0.5069,0.1744,0.2174,0.9417,0.0216,0.1424,0.3303,0.5943,0.1964,0.6544,0.1483,0.9839,0.8845,0.6055,0.8351,0.9064,0.1840,0.1270,0.3941,0.7220,0.4743,0.2387,0.1518,0.1495,0.6580,0.2504,0.5567,0.8065,0.7618
0.2433,0.9760,0.3174,0.7459,0.9394,0.9235,0.6977,0.9896,0.9151,0.1860,0.6680,0.8002,0.1921,0.9290,0.9104,0.8000,0.4154,0.0000,0.8140,0.1379,0.2478,0.8617,0.9229,0.8946,0.5155,0.5936,0.2467,0.5616,0.4448,0.5217,0.4332,0.0036,0.9059,0.0820,0.2435,0.4561,0.3799,0.2617,0.4548,0.8261,0.6577,0.2607,0.5527,0.3716,0.8919,0.4774,0.0901,0.1707,0.5220,0.6896,0.6730,0.5075,0.8197,0.3882,0.1961,0.1892,0.2824,0.0629,0.9856,0.9505,0.9134,0.0793,0.8873,0.5413,0.3265,0.2508,0.2726,0.9104,0.6224,0.8336,0.9209,0.5677,0.5743,0.8101,0.4440,0.9582,0.3636,0.5582,0.9661,0.8217,0.0333,0.1370,0.2102,0.3664,0.1602,0.5737,0.6462,0.0722,0.6115,0.8850,0.6813,0.0179,0.4966,0.6865,0.0440,0.6307,0.0775,0.4974,0.9021,0.9898
0.4185,0.3146,0.3377,0.6835,0.1791,0.7946,0.2474,0.5162,0.6997,0.2910,0.7122,0.7519,0.1390,0.7150,0.2807,0.6487,0.5674,0.8140,0.0000,0.2790,0.6127,0.0780,0.9361,0.4728,0.2886,0.9823,0.3909,0.7225,0.1675,0.2681,0.1437,0.1313,0.1365,0.1581,0.5464,0.5187,0.3308,0.3113,0.6326,0.7361,0.7054,0.5910,0.8392,0.1190,0.3489,0.1462,0.5920,0.8790,0.1767,0.5185,0.0050,0.7348,0.5608,0.0967,0.9459,0.3852,0.5081,0.0362,0.8582,0.6710,0.7852,0.2677,0.2534,0.8332,0.0437,0.6552,0.6076,0.5481,0.1426,0.2945,0.1016,0.5788,0.4005,0.2556,0.4875,0.7088,0.2538,0.8823,0.5080,0.3633,0.3146,0.1784,0.8250,0.7518,0.2132,0.4036,0.7524,0.1565,0.1178,0.1480,0.2905,0.5095,0.3051,0.6135,0.3885,0.2014,0.4149,0.7895,0.1800,0.4778
0.0676,0.9019,0.9548,0.5736,0.5098,0.2478,0.0428,0.6854,0.1863,0.7208,0.1199,0.4032,0.1669,0.1551,0.7916,0.9735,0.9418,0.1379,0.2790,0.0000,0.9169,0.0297,0.9960,0.4829,0.4729,0.8273,0.7176,0.6305,0.0085,0.9858,0.5445,0.9328,0.4199,0.6499,0.7283,0.4807,0.5408,0.8566,0.0843,0.3874,0.8169,0.5376,0.6643,0.1000,0.2704,0.1295,0.7634,0.2524,0.2567,0.5667,0.4282,0.2804,0.6631,0.7234,0.2887,0.4234,0.8178,0.4060,0.0496,0.4038,0.4410,0.1812,0.0311,0.0969,0.8483,0.1049,0.3853,0.4878,0.8966,0.6109,0.9619,0.1331,0.9311,0.0123,0.3059,0.9906,0.3808,0.0344,0.6386,0.0550,0.5018,0.5151,0.1608,0.0902,0.5366,0.4993,0.0768,0.6493,0.9523,0.4748,0.5132,0.5943,0.3402,0.0103,0.7677,0.4938,0.7584,0.7613,0.3712,0.0638
0.9861,0.4346,0.1766,0.2031,0.9225,0.3338,0.9639,0.0430,0.9171,0.3044,0.1244,0.5574,0.8824,0.5156,0.3911,0.5239,0.1446,0.2478,0.6127,0.9169,0.0000,0.9007,0.9626,0.4832,0.3386,0.0118,0.2179,0.0043,0.5406,0.2483,0.5494,0.8224,0.1814,0.7259,0.9375,0.7327,0.3060,0.9441,0.7643,0.5865,0.7840,0.4234,0.6237,0.4597,0.4147,0.0601,0.1419,0.1629,0.4429,0.4533,0.3046,0.5065,0.4411,0.2773,0.8961,0.1039,0.0241,0.3572,0.1475,0.7093,0.1229,0.7106,0.4059,0.7836,0.1126,0.2244,0.1706,0.1007,0.1952,0.6906,0.0406,0.9364,0.3098,0.9159,0.6665,0.6432,0.8907,0.4927,0.9881,0.3242,0.6627,0.9617,0.8280,0.6494,0.7607,0.5300,0.7336,0.4657,0.2856,0.9798,0.6211,0.1954,0.5277,0.3080,0.2618,0.4950,0.9066,0.5989,0.5798,0.3735
0.4843,0.5558,0.9110,0.2808,0.9295,0.2736,0.8107,0.6177,0.1944,0.4410,0.2235,0.1670,0.0193,0.4938,0.0820,0.8686,0.1168,0.8617,0.0780,0.0297,0.9007,0.0000,0.5778,0.6121,0.5848,0.6554,0.5694,0.3798,0.4772,0.5589,0.8258,0.5730,0.2106,0.5930,0.3109,0.7274,0.5457,0.3183,0.6480,0.1446,0.1885,0.2532,0.5746,0.3154,0.6356,0.0660,0.9901,0.4074,0.1198,0.7838,0.5719,0.0679,0.4846,0.3437,0.6194,0.7886,0.0313,0.2714,0.0689,0.2969,0.1294,0.5538,0.1165,0.9804,0.5702,0.6378,0.5379,0.3360,0.8961,0.6298,0.5714,0.9427,0.9559,0.8121,0.1913,0.4474,0.7903,0.0620,0.1494,0.5068,0.6576,0.8748,0.3945,0.8966,0.0949,0.2497,0.0490,0.8288,0.3825,0.1781,0.6846,0.4233,0.1403,0.2544,0.5629,0.0625,0.1845,0.5772,0.6257,0.8674
0.2516,0.2496,0.5324,0.6281,0.8276,0.2372,0.8515,0.6713,0.8443,0.8360,0.3233,0.2181,0.0850,0.6229,0.1322,0.0025,0.7426,0.9229,0.9361,0.9960,0.9626,0.5778,0.0000,0.8203,0.7713,0.7840,0.4104,0.9723,0.5221,0.7615,0.7683,0.3266,0.4709,0.5652,0.6891,0.3763,0.9083,0.0738,0.9160,0.6211,0.3440,0.8836,0.1213,0.7512,0.5832,0.0882,0.9077,0.9383,0.0070,0.2909,0.8886,0.5191,0.7369,0.7998,0.2789,0.6985,0.0440,0.5141,0.4739,0.4226,0.5657,0.9838,0.6370,0.2394,0.5762,0.2149,0.6460,0.2623,0.8848,0.4338,0.8947,0.1919,0.3815,0.8517,0.8050,0.6553,0.9820,0.4643,0.9666,0.5010,0.4764,0.3857,0.6766,0.0850,0.0368,0.4570,0.0741,0.3590,0.1502,0.1807,0.1564,0.9161,0.1413,0.5459,0.1272,0.6771,0.5768,0.8801,0.3551,0.7551
0.2823,0.0752,0.3203,0.0646,0.6638,0.7225,0.2904,0.5150,0.7131,0.7651,0.5876,0.8200,0.7860,0.5157,0.8254,0.1858,0.2148,0.8946,0.4728,0.4829,0.4832,0.6121,0.8203,0.0000,0.6824,0.2449,0.9538,0.9369,0.7896,0.9327,0.7151,0.3875,0.9493,0.6290,0.8536,0.1807,0.6096,0.5750,0.3939,0.0948,0.8825,0.9990,0.2042,0.3918,0.3972,0.7279,0.2603,0.3550,0.0347,0.1175,0.8621,0.6634,0.6939,0.7056,0.0803,0.6379,0.8820,0.3156,0.4366,0.9960,0.8314,0.2405,0.3359,0.4015,0.1201,0.8406,0.0625,0.4394,0.9959,0.6768,0.3772,0.3316,0.2024,0.4178,0.0434,0.5164,0.9700,0.3005,0.8366,0.3279,0.4080,0.5776,0.7365,0.8647,0.5126,0.5259,0.5464,0.4555,0.2342,0.1672,0.3524,0.8628,0.0736,0.1173,0.8202,0.5271,0.5436,0.6587,0.6311,0.9410
0.0692,0.1343,0.8030,0.0846,0.2527,0.9667,0.3261,0.3274,0.7746,0.4287,0.2915,0.6446,0.8250,0.4843,0.6989,0.7714,0.6118,0.5155,0.2886,0.4729,0.3386,0.5848,0.7713,0.6824,0.0000,0.8472,0.3760,0.9470,0.3817,0.0260,0.0781,0.9525,0.7313,0.2014,0.6321,0.8675,0.9621,0.0395,0.1622,0.7887,0.7201,0.8508,0.9281,0.6505,0.0114,0.0183,0.8399,0.1243,0.6165,0.2029,0.2703,0.9578,0.2933,0.2130,0.0936,0.5342,0.6754,0.4804,0.3163,0.1428,0.4151,0.9281,0.3833,0.8112,0.1836,0.1823,0.3103,0.3913,0.2381,0.8660,0.1092,0.1602,0.3774,0.3056,0.9304,0.9028,0.5431,0.7366,0.6820,0.6257,0.4605,0.0316,0.1660,0.2311,0.9195,0.4944,0.3118,0.0520,0.9538,0.8154,0.9823,0.5588,0.1415,0.2241,0.6617,0.8224,0.4173,0.0509,0.3400,0.7589
0.7023,0.6134,0.9949,0.2008,0.6146,0.1227,0.7277,0.4697,0.1287,0.0663,0.1303,0.2515,0.2211,0.1754,0.7296,0.2299,0.9454,0.5936,0.9823,0.8273,0.0118,0.6554,0.7840,0.2449,0.8472,0.0000,0.0250,0.2565,0.8601,0.5226,0.3956,0.0392,0.4327,0.4139,0.5083,0.3695,0.4893,0.0982,0.1608,0.0968,0.2202,0.3025,0.2982,0.2399,0.4387,0.8904,0.6758,0.2769,0.2751,0.8729,0.4167,0.6350,0.8492,0.0685,0.9430,0.8299,0.9599,0.8029,0.0805,0.5130,0.3096,0.7548,0.0563,0.1000,0.2774,0.6430,0.8889,0.0339,0.0861,0.4880,0.9673,0.1325,0.9019,0.4551,0.0771,0.8088,0.5110,0.9291,0.1981,0.6344,0.9758,0.8946,0.0237,0.1682,0.7726,0.3739,0.4072,0.7948,0.1290,0.2866,0.3707,0.2324,0.2566,0.0868,0.1164,0.2534,0.0823,0.2539,0.9176,0.8163
0.1701,0.9636,0.0634,0.7959,0.2354,0.7057,0.8984,0.1686,0.6665,0.0210,0.7004,0.1068,0.6569,0.9392,0.3248,0.7311,0.9625,0.2467,0.3909,0.7176,0.2179,0.5694,0.4104,0.9538,0.3760,0.0250,0.0000,0.3770,0.0982,0.7289,0.9604,0.5064,0.8190,0.4622,0.0091,0.7013,0.1747,0.5779,0.8760,0.2007,0.3348,0.0299,0.0628,0.7325,0.1996,0.7161,0.1273,0.5449,0.6618,0.4879,0.0309,0.1222,0.2712,0.2463,0.5160,0.5234,0.2139,0.0510,0.3522,0.8733,0.7848,0.3059,0.6326,0.9252,0.6323,0.0748,0.6397,0.7586,0.3837,0.9060,0.8872,0.0583,0.2806,0.5975,0.9241,0.8039,0.4740,0.5783,0.2076,0.5644,0.6851,0.8377,0.8111,0.1705,0.9380,0.6355,0.3894,0.3291,0.4409,0.9906,0.9558,0.6881,0.8429,0.5792,0.7276,0.4743,0.6686,0.6778,0.9844,0.6934
0.8953,0.2883,0.8203,0.0760,0.4443,0.2901,0.8049,0.5010,0.0214,0.2029,0.9472,0.8167,0.9733,0.8070,0.7191,0.1861,0.9857,0.5616,0.7225,0.6305,0.0043,0.3798,0.9723,0.9369,0.9470,0.2565,0.3770,0.0000,0.4461,0.7021,0.0869,0.8204,0.1404,0.6951,0.7338,0.7440,0.1461,0.3178,0.5753,0.4036,0.1202,0.6431,0.0911,0.4405,0.2123,0.8310,0.3452,0.4036,0.9497,0.3524,0.4856,0.3618,0.7506,0.9176,0.0440,0.7488,0.9129,0.6921,0.5029,0.4208,0.8829,0.6360,0.6837,0.6359,0.8677,0.4703,0.0959,0.7179,0.7990,0.8521,0.3209,0.6096,0.3351,0.4610,0.5488,0.2715,0.5515,0.1243,0.2292,0.1404,0.5040,0.9311,0.6204,0.9680,0.1877,0.4114,0.2294,0.8887,0.2638,0.0876,0.0946,0.0582,0.6403,0.8511,0.7766,0.9621,0.6207,0.4886,0.7084,0.0401
